college,rank,UNITID,OPEID,OPEID6,CITY,STABBR,ZIP,ACCREDAGENCY,LATITUDE,LONGITUDE,REGION,CCBASIC,CONTROL,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,NPT4_PUB,NPT4_PRIV,COSTT4_A,COSTT4_P,AVGFACSAL,PCTPELL,C150_4,AGE_ENTRY,FEMALE,MARRIED,FIRST_GEN,FAMINC,MD_FAMINC,MN_EARN_WNE_P10,MD_EARN_WNE_P10,ENDOWBEGIN
Bowling Green State University,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berea College,437,156295,195500,1955,Berea,KY,40404-2182,Southern Association of Colleges and Schools Commission on Colleges,37.57202,-84.292893,5,21,2,0.3296,540,640,540,640,500,605,590,590,553,21,27,21,27,21,27,NULL,NULL,24,24,24,NULL,1189,1432,NULL,0.4965,0.176,0.1411,0.03,0.0007,0.0014,0.0852,0.0635,0.0056,NULL,5222,54866,NULL,8209,0.8371,0.6731,19.81420118,0.558579882,0.013017752,0.405777166,26326.12544,22742,36300,37154,1218740000
Truman State University,438,178615,249500,2495,Kirksville,MO,63501-4221,Higher Learning Commission,40.188267,-92.581658,4,19,1,0.721,550,680,530,650,NULL,NULL,615,590,NULL,24,30,23,33,23,28,NULL,NULL,27,28,26,NULL,1278,3845,NULL,0.7828,0.0338,0.0377,0.0255,0.0018,0.0005,0.0375,0.072,0.0083,12301,NULL,21640,NULL,7293,0.1853,0.7473,19.89975248,0.599009901,0.009282178,0.228092784,79996.79703,70948,50500,50719,50551277
Elon University,439,198516,292700,2927,Elon,NC,27244-2010,Southern Association of Colleges and Schools Commission on Colleges,36.104148,-79.50344,5,17,2,0.717,580,660,560,660,550,650,620,610,600,25,30,24,33,24,28,NULL,NULL,28,29,26,NULL,1258,6291,NULL,0.798,0.0569,0.0647,0.0235,0.0013,0,0.0288,0.0189,0.0079,NULL,38122,52587,NULL,9401,0.0921,0.8277,19.54883319,0.579948142,PrivacySuppressed,0.090909091,142286.6681,112797,58700,64238,269948667
Millsaps College,440,175980,241400,2414,Jackson,MS,39210-0001,Southern Association of Colleges and Schools Commission on Colleges,32.322746,-90.179957,5,21,2,0.6981,553,643,530,628,NULL,NULL,598,579,NULL,22,26,22,29,18,25,NULL,NULL,24,26,22,NULL,1184,668,NULL,0.6108,0.2455,0.0524,0.0284,0.006,0,0,0.0299,0.0269,NULL,23169,57996,NULL,7864,0.3094,0.6809,19.5,0.497126437,PrivacySuppressed,0.167173252,87876.93391,65694.5,54500,55194,90486787
University of St. Francis - Illinois,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Tennessee State University,442,220075,348700,3487,Johnson City,TN,37614,Southern Association of Colleges and Schools Commission on Colleges,36.301643,-82.366954,5,16,1,0.7838,460,580,480,590,NULL,NULL,520,535,NULL,20,27,19,27,18,25,NULL,NULL,24,23,22,NULL,1167,10705,NULL,0.7918,0.066,0.0369,0.0146,0.0015,0.0007,0.0392,0.0138,0.0355,12894,NULL,22323,NULL,7539,0.3858,0.4963,22.23807505,0.583421666,0.087979648,0.376894809,47096.87577,33885,40600,40733,127683901
Saint Joseph's University,443,215770,336700,3367,Philadelphia,PA,19131-1395,Middle States Commission on Higher Education,39.994442,-75.238343,2,18,2,0.8007,560,650,540,640,NULL,NULL,605,590,NULL,23,29,NULL,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,1205,4217,NULL,0.7719,0.0571,0.0842,0.0282,0.0014,0.0012,0.0301,0.0147,0.0111,NULL,33492,63223,NULL,10049,0.1252,0.8091,21.08685969,0.59298441,0.035634744,0.175101803,130361.0206,108285,65900,73428,294286969
St. Mary's University,444,228149,362300,3623,San Antonio,TX,78228,Southern Association of Colleges and Schools Commission on Colleges,29.453244,-98.562778,6,18,2,0.8543,520,620,500,600,NULL,NULL,570,550,NULL,20,26,19,25,18,25,NULL,NULL,23,22,22,NULL,1127,2125,NULL,0.1473,0.0311,0.6899,0.0287,0.0024,0.0005,0.0141,0.0494,0.0367,NULL,18658,42354,NULL,9661,0.4264,0.5906,20.33366435,0.569016882,0.016881827,0.387238724,53377.05958,37985,52000,52285,196462642
University of Tennessee at Martin,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pittsburg State University,446,155681,192600,1926,Pittsburg,KS,66762,Higher Learning Commission,37.392071,-94.702473,4,18,1,0.9068,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4566,NULL,0.7935,0.0348,0.0718,0.0092,0.0138,0.0009,0.0629,0.0127,0.0004,14575,NULL,18657,NULL,7487,0.3571,0.5264,21.67353807,0.511989903,0.066891039,0.323223178,62597.77871,49467,44400,45937,87614887
Arkansas State University,447,106458,109000,1090,Jonesboro,AR,72401,Higher Learning Commission,35.842388,-90.679988,5,16,1,0.6719,500,590,500,630,420,480,545,565,450,20,26,21,27,18,25,NULL,NULL,23,24,22,NULL,1149,7739,NULL,0.7308,0.1353,0.0438,0.0083,0.0032,0.0004,0.0248,0.043,0.0103,14189,NULL,23009,NULL,7240,0.3889,0.5301,23.31908704,0.610874916,0.133139405,0.388266797,46692.78519,33450,36600,37755,80690954
Wheaton College - Massachusetts,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bethel University - Minnesota,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queens University of Charlotte,450,199412,295700,2957,Charlotte,NC,28274-0001,Southern Association of Colleges and Schools Commission on Colleges,35.189051,-80.833509,5,18,2,0.6843,520,620,520,610,NULL,NULL,570,565,NULL,20,27,21,31,18,25,NULL,NULL,24,26,22,NULL,1150,1637,NULL,0.5516,0.1484,0.1362,0.0287,0.0043,0.0006,0,0.0745,0.0556,NULL,27026,49480,NULL,7051,0.2631,0.5749,23.4031339,0.733618234,0.075498576,0.219033233,79356.57265,53591.5,49400,52880,152469514
Viterbo University,451,240107,391100,3911,La Crosse,WI,54601-8804,Higher Learning Commission,43.803133,-91.244297,3,18,2,0.7925,520,600,480,570,NULL,NULL,560,525,NULL,20,25,18,25,18,25,NULL,NULL,23,22,22,NULL,1131,1723,NULL,0.7887,0.0731,0.0464,0.0209,0.0012,0.0012,0.0296,0.0192,0.0197,NULL,20201,40825,NULL,6741,0.2724,0.6413,23.66252822,0.75282167,0.126410835,0.281622912,78401.54063,67276,47400,49016,55673184
University of Washington - Bothell,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salish Kootenai College,453,180647,2143400,21434,Pablo,MT,59855,Northwest Commission on Colleges and Universities,47.598592,-114.111635,7,33,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,662,NULL,0.2175,0.003,0.0091,0.0045,0.7659,0,0,0,0,5525,NULL,13476,NULL,5156,0.6783,0.5851,26.80869565,0.57173913,0.165217391,0.445876289,18080.12391,12245.5,29900,26447,15170250
Emporia State University,454,155025,192700,1927,Emporia,KS,66801-5415,Higher Learning Commission,38.414784,-96.179021,4,18,1,0.8608,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3081,NULL,0.6751,0.0461,0.1331,0.0084,0.0036,0.0013,0.0519,0.0448,0.0357,14794,NULL,19526,NULL,6984,0.3445,0.4631,21.67223253,0.627705628,0.064316636,0.339609953,61278.04886,51017,40300,40772,79116123
Wisconsin Lutheran College,455,240338,2136600,21366,Milwaukee,WI,53226-4699,Higher Learning Commission,43.036943,-88.022718,3,22,2,0.9562,490,590,500,600,NULL,NULL,540,550,NULL,21,27,20,26,19,26,NULL,NULL,24,23,23,NULL,1172,983,NULL,0.8037,0.0478,0.0804,0.0122,0.002,0,0.0305,0.0051,0.0183,NULL,20927,43118,NULL,6720,0.2822,0.6409,22.52189142,0.549912434,0.084063047,0.293680297,75997.85114,68509,45300,47930,36629229
Colorado Christian University,456,126669,940100,9401,Lakewood,CO,80226,Higher Learning Commission,39.71388,-105.09456,7,19,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4804,NULL,0.6134,0.1303,0.1726,0.0167,0.0054,0.0025,0.0398,0,0.0194,NULL,25051,46894,NULL,6678,0.341,0.6079,33.99924887,0.727591387,0.401602404,0.448509885,43279.95694,29376,44600,45728,4925152
Lincoln Memorial University,457,220631,350200,3502,Harrogate,TN,37752-9900,Southern Association of Colleges and Schools Commission on Colleges,36.578508,-83.660198,5,17,2,0.6853,500,610,500,610,NULL,NULL,555,555,NULL,19,25,18,25,17,24,NULL,NULL,22,22,21,NULL,1118,1612,NULL,0.8486,0.0571,0.0031,0.0112,0.013,0,0,0.0409,0.0261,NULL,14866,36365,NULL,6997,0.4729,0.5276,24.32887189,0.747609943,0.17208413,0.414860681,45354.05449,32034,41600,41659,41410902
Susquehanna University,458,216278,336900,3369,Selinsgrove,PA,17870-1025,Middle States Commission on Higher Education,40.797502,-76.875329,2,21,2,0.7304,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2225,NULL,0.7915,0.0562,0.0737,0.0202,0.0013,0.0009,0.0274,0.013,0.0157,NULL,25396,64760,NULL,8072,0.2612,0.7548,19.45674419,0.56372093,PrivacySuppressed,0.215897939,99953.11814,85160,60900,57789,175667010
SUNY New Paltz,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Saint Joseph,460,130314,140900,1409,West Hartford,CT,6117,New England Commission on Higher Education,41.781041,-72.72965,1,17,2,0.7802,490,595,480,575,NULL,NULL,543,528,NULL,22,24,23,24,23,26,NULL,NULL,23,24,25,NULL,1073,884,NULL,0.6041,0.1188,0.1414,0.052,0.0023,0.0011,0.0362,0.0147,0.0294,NULL,24569,50959,NULL,8586,0.3794,0.5638,23.0750469,0.968105066,0.054409006,0.42217484,60575.07692,44704,52900,46100,34781000
East Carolina University,461,198464,292300,2923,Greenville,NC,27858-4353,Southern Association of Colleges and Schools Commission on Colleges,35.607186,-77.368291,5,16,1,0.8792,510,590,510,580,450,540,550,545,495,19,24,17,23,18,24,6,8,22,20,21,7,1100,21766,NULL,0.6524,0.1591,0.0833,0.0252,0.0059,0.0013,0.0385,0.0043,0.0299,16550,NULL,22301,NULL,8561,0.329,0.6521,21.91905232,0.593396951,0.07524405,0.264602804,67648.22902,51027,45800,47403,212565873
Nebraska Wesleyan University,462,181446,255500,2555,Lincoln,NE,68504-2794,Higher Learning Commission,40.839098,-96.64831,4,19,2,0.6953,490,640,500,610,NULL,NULL,565,555,NULL,22,29,21,29,20,27,NULL,NULL,26,25,24,NULL,1222,1767,NULL,0.8053,0.0294,0.073,0.0238,0.0045,0,0.0311,0.0085,0.0243,NULL,26295,48718,NULL,6221,0.3176,0.625,22.49446903,0.574115044,0.078539823,0.262295082,80936.09403,69291,52500,52697,58444000
Metropolitan State University - Minnesota,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacksonville State University,464,101480,102000,1020,Jacksonville,AL,36265,Southern Association of Colleges and Schools Commission on Colleges,33.822938,-85.765321,5,18,1,0.6369,420,530,420,540,NULL,NULL,475,480,NULL,18,24,16,23,17,25,NULL,NULL,21,20,21,NULL,1084,6776,NULL,0.6681,0.22,0.0047,0.0075,0.0041,0.0006,0,0.0152,0.0797,17523,NULL,21560,NULL,7326,0.4003,0.4551,22.62058319,0.588679245,0.096397942,0.36377025,48404.34683,35734,38100,39354,13645484
Eastern New Mexico University,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pacific Lutheran University,466,236230,378500,3785,Tacoma,WA,98447-0003,Northwest Commission on Colleges and Universities,47.14516,-122.440421,8,19,2,0.863,NULL,NULL,NULL,NULL,470,600,NULL,NULL,535,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2509,NULL,0.5648,0.0367,0.1379,0.1068,0.0024,0.0139,0.1096,0.0147,0.0132,NULL,23024,56830,NULL,8049,0.3232,0.7125,21.3989547,0.646341463,0.074041812,0.295813954,74721.57927,59189,53500,57049,97215000
Kent State University,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of the Incarnate Word,468,225627,357800,3578,San Antonio,TX,78209,Southern Association of Colleges and Schools Commission on Colleges,29.46708,-98.46583,6,17,2,0.9656,480,580,470,560,NULL,NULL,530,515,NULL,17,23,16,23,16,23,NULL,NULL,20,20,20,NULL,1046,4856,NULL,0.1759,0.0809,0.6036,0.0239,0.0039,0.0037,0.0243,0.034,0.0498,NULL,23126,45532,NULL,8479,0.3988,0.5631,26.01837838,0.640720721,0.217297297,0.432626949,50920.11496,36409,52500,48532,142073068
Florida Gulf Coast University,469,433660,3255300,32553,Fort Myers,FL,33965-6565,Southern Association of Colleges and Schools Commission on Colleges,26.463638,-81.7726,5,18,1,0.7749,540,620,520,590,480,560,580,555,520,21,25,20,25,18,25,7,8,23,23,22,8,1142,13530,NULL,0.6023,0.0684,0.2387,0.018,0.0023,0.0012,0.037,0.0197,0.0125,11299,NULL,18151,NULL,8590,0.3102,0.5274,21.35274542,0.594009983,0.038477537,0.359480054,62554.68656,43546,45800,49984,76570630
Marist College,470,192819,276500,2765,Poughkeepsie,NY,12601,Middle States Commission on Higher Education,41.720937,-73.935484,2,18,2,0.5505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5210,NULL,0.7413,0.0455,0.1255,0.0296,0.0004,0.0008,0.0288,0.02,0.0083,NULL,36709,60670,NULL,9758,0.1475,0.8474,20.7010101,0.601010101,0.025757576,0.188390501,126489.7051,107457,62600,71226,297590169
University of Rhode Island,471,217484,341400,3414,Kingston,RI,2881,New England Commission on Higher Education,41.484691,-71.527356,1,16,1,0.7551,550,630,540,630,470,570,590,585,520,23,28,22,28,22,27,NULL,NULL,26,25,25,NULL,1183,13971,NULL,0.7351,0.0525,0.1072,0.0338,0.0014,0.0006,0.0318,0.0107,0.0271,18638,NULL,30339,NULL,9836,0.1895,0.7061,20.77094195,0.594716719,0.029718457,0.263285475,93356.13382,80297.5,58400,66484,213723369
Saint Francis University,472,215743,336600,3366,Loretto,PA,15940,Middle States Commission on Higher Education,40.506734,-78.63904,2,18,2,0.5935,510,620,500,600,450,560,565,550,505,22,26,21,26,19,26,NULL,NULL,24,24,23,NULL,1134,1657,NULL,0.8111,0.0682,0.0175,0.0217,0.003,0.0012,0.0247,0.0097,0.0428,NULL,29962,54101,NULL,7028,0.2006,0.625,21.67880364,0.644993498,0.067620286,0.257142857,82552.95449,73361,57400,58461,50785750
Texas State University,473,228459,361500,3615,San Marcos,TX,78666,Southern Association of Colleges and Schools Commission on Colleges,29.888885,-97.943029,6,16,1,0.8454,510,600,500,580,440,530,555,540,485,20,25,19,25,18,25,6,8,23,22,22,7,1104,33193,NULL,0.4204,0.0969,0.4057,0.0265,0.0021,0.0011,0.0385,0.0046,0.0041,14887,NULL,23453,NULL,8480,0.3632,0.5506,21.5295385,0.600847929,0.037531276,0.358270419,61131.09751,42889,51100,50671,208459067
Manhattan School of Music,474,192712,275900,2759,New York,NY,10027,Middle States Commission on Higher Education,40.812312,-73.961334,2,30,2,0.4156,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,497,NULL,0.4286,0.0885,0.0241,0.0563,0,0,0.0302,0.3581,0.0141,NULL,19111,70925,NULL,7121,0.1371,0.7434,19.80769231,0.453846154,PrivacySuppressed,PrivacySuppressed,112014.0385,87262.5,40700,24000,27018007
Stephen F. Austin State University,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bellarmine University,476,156286,195400,1954,Louisville,KY,40205-0671,Southern Association of Colleges and Schools Commission on Colleges,38.219279,-85.704997,5,17,2,0.8237,520,640,500,640,NULL,NULL,580,570,NULL,21,28,21,30,20,26,NULL,NULL,25,26,23,NULL,1196,2431,NULL,0.775,0.0592,0.0592,0.0214,0.0016,0.0004,0.0506,0.0128,0.0197,NULL,23992,56319,NULL,7968,0.2402,0.6431,20.67274234,0.67937034,0.034797017,0.272648084,80285.09942,68249,50600,52312,66331271
Drury University,477,177214,246100,2461,Springfield,MO,65802-3791,Higher Learning Commission,37.219681,-93.286192,4,19,2,0.7068,510,610,520,640,NULL,NULL,560,580,NULL,21,29,21,28,20,27,8,10,25,25,24,9,1208,1404,NULL,0.7792,0.0392,0.0178,0.0142,0.0107,0.0043,0.0342,0.0705,0.0299,NULL,18736,40913,NULL,7544,0.3097,0.5961,26.13188143,0.603750756,0.26739262,0.412763069,46345.80399,31973,36200,37543,96048427
University of Minnesota Duluth,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shenandoah University,479,233541,373700,3737,Winchester,VA,22601-5195,Southern Association of Colleges and Schools Commission on Colleges,39.167355,-78.157433,5,17,2,0.7438,510,630,500,600,410,540,570,550,475,19,26,18,26,17,26,NULL,NULL,23,22,22,NULL,1123,2152,NULL,0.6487,0.1129,0.0112,0.0316,0.02,0.0014,0.0037,0.0088,0.1617,NULL,30878,47850,NULL,8133,0.225,0.6067,21.78390597,0.608499096,0.057866184,0.277131783,83916.8915,74547,52300,50385,68133756
University of Texas - Tyler,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Michigan University,481,169248,224300,2243,Mount Pleasant,MI,48859,Higher Learning Commission,43.591203,-84.77525,3,16,1,0.6867,500,610,500,600,455,560,555,550,508,20,26,20,26,18,26,NULL,NULL,23,23,22,NULL,1113,12909,NULL,0.7544,0.1074,0.0535,0.0124,0.0073,0.0009,0.0413,0.0138,0.0091,16007,NULL,25078,NULL,9955,0.3399,0.6358,21.42965426,0.592287234,0.045744681,0.293298035,70473.80053,57838,46200,49644,189321756
Southwestern University,482,228343,362000,3620,Georgetown,TX,78626,Southern Association of Colleges and Schools Commission on Colleges,30.634341,-97.665738,6,21,2,0.4937,570,660,540,640,NULL,NULL,615,590,NULL,23,29,22,30,22,27,NULL,NULL,26,26,25,NULL,1223,1505,NULL,0.5907,0.0525,0.2545,0.0425,0.002,0,0.0439,0.008,0.006,NULL,27013,57825,NULL,8471,0.233,0.7323,20.13944223,0.573705179,0.023904383,0.203354298,98483.84064,74646,63400,57053,296412699
"Minnesota State University, Mankato",483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elmhurst University,484,144962,167600,1676,Elmhurst,IL,60126-3296,Higher Learning Commission,41.897164,-87.945369,3,18,2,0.6553,490,590,490,580,460,590,540,535,525,20,26,20,26,18,26,NULL,NULL,23,23,22,NULL,1096,2744,NULL,0.5536,0.0579,0.269,0.0652,0.0022,0.0015,0.0259,0.012,0.0128,NULL,20100,48429,NULL,8274,0.3597,0.6843,21.97523671,0.607428988,0.039329935,0.351910828,68003.76402,49618,51600,56183,112339160
Illinois State University,485,145813,169200,1692,Normal,IL,61790-1000,Higher Learning Commission,40.509403,-88.990058,3,16,1,0.8131,510,610,510,610,NULL,NULL,560,560,NULL,21,26,20,27,19,26,NULL,NULL,24,24,23,NULL,1140,17955,NULL,0.7114,0.0984,0.1186,0.0244,0.0011,0.0007,0.0348,0.007,0.0036,20830,NULL,31124,NULL,8582,0.3041,0.6808,20.54877732,0.562434964,0.013527575,0.296435012,80963.02628,67099.5,51600,55457,144350035
College of Charleston,486,217819,342800,3428,Charleston,SC,29424-0001,Southern Association of Colleges and Schools Commission on Colleges,32.784225,-79.939794,5,18,1,0.7432,550,640,520,600,NULL,NULL,595,560,NULL,21,28,21,29,19,26,NULL,NULL,25,25,23,NULL,1175,9100,NULL,0.7754,0.0691,0.07,0.0203,0.0032,0.001,0.0398,0.0087,0.0125,19654,NULL,29545,NULL,8827,0.2214,0.6568,20.9036275,0.657823498,0.031943693,0.200619893,84026.80834,58643,48700,49534,100239497
Tennessee Technological University,487,221847,352300,3523,Cookeville,TN,38505-0001,Southern Association of Colleges and Schools Commission on Colleges,36.174754,-85.504039,5,16,1,0.7963,520,650,510,620,NULL,NULL,585,565,NULL,21,28,20,29,19,26,NULL,NULL,25,25,23,NULL,1202,8564,NULL,0.8334,0.0397,0.0424,0.017,0.0019,0.0004,0.0415,0.0174,0.0064,15932,NULL,24458,NULL,8334,0.3388,0.5702,21.56809221,0.500758265,0.057931453,0.375570033,52902.42402,40770,46700,43326,71287380
University of South Carolina Aiken,488,218645,344900,3449,Aiken,SC,29801,Southern Association of Colleges and Schools Commission on Colleges,33.572704,-81.767612,5,22,1,0.5588,500,590,470,560,NULL,NULL,545,515,NULL,18,23,16,23,16,22,NULL,NULL,21,20,19,NULL,1062,2975,NULL,0.5906,0.2528,0.0605,0.0091,0.002,0.0013,0.0534,0.0175,0.0128,12387,NULL,20735,NULL,7162,0.3881,0.4108,21.88755981,0.656100479,0.06937799,0.327096774,53376.38577,38483.5,40800,44741,27380430
Baker University,489,154688,190300,1903,Baldwin City,KS,66006-0065,Higher Learning Commission,38.778712,-95.187346,4,17,2,0.9341,490,550,460,580,NULL,NULL,520,520,NULL,19,24,18,25,18,25,NULL,NULL,22,22,22,NULL,1102,1331,NULL,0.6912,0.0826,0.0954,0.0135,0.0083,0.0023,0.0466,0.0165,0.0436,NULL,22374,44473,NULL,6193,0.2554,0.6205,25.49371859,0.599246231,0.173366834,0.362892224,69310.93467,55117,59500,56804,43687082
Murray State University,490,157401,197700,1977,Murray,KY,42071-3318,Southern Association of Colleges and Schools Commission on Colleges,36.612419,-88.323629,5,18,1,0.7703,510,620,510,610,NULL,NULL,565,560,NULL,21,27,21,29,10,26,NULL,NULL,24,25,18,NULL,1179,6981,NULL,0.7877,0.0612,0.0269,0.0069,0.002,0.0007,0.0284,0.0468,0.0394,11736,NULL,21349,NULL,6535,0.3115,0.5336,22.32071197,0.626537217,0.079611651,0.3395574,59538.60874,46064,42300,41894,89899351
CUNY City College of New York,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
